yORF,"gene name","GFP tagged?","GFP visualized?",abundance,ambiguous,mitochondrion,vacuole,"spindle pole","cell periphery","punctate composite","vacuolar membrane",ER,"nuclear periphery",endosome,"bud neck",microtubule,Golgi,"late Golgi",peroxisome,actin,nucleolus,cytoplasm,"ER to Golgi","early Golgi","lipid particle",nucleus,bud
YOL045W,PSK2,tagged,visualized,2220,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YOL047C,,tagged,visualized,155,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOL048C,,tagged,visualized,"low signal",F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F
YOL049W,GSH2,tagged,visualized,3430,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YOL051W,GAL11,tagged,visualized,606,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YOL052C,SPE2,tagged,visualized,7060,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YOL052C-A,DDR2,tagged,visualized,784,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YOL054W,PSH1,tagged,visualized,6490,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YOL055C,THI20,tagged,visualized,195,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOL056W,GPM3,tagged,visualized,3730,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YOL057W,,tagged,visualized,3260,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YOL058W,ARG1,tagged,visualized,1870,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YOL059W,GPD2,tagged,visualized,8970,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YOL060C,MAM3,tagged,visualized,5890,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOL061W,PRS5,tagged,visualized,3310,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YOL062C,APM4,tagged,visualized,3410,F,F,F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F
YOL064C,MET22,tagged,visualized,7330,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YOL066C,RIB2,tagged,visualized,1540,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YOL067C,RTG1,tagged,visualized,2190,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YOL068C,HST1,tagged,visualized,1440,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YOL069W,NUF2,tagged,visualized,1550,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOL070C,,tagged,visualized,1620,F,F,F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,F,F,F
YOL071W,EMI5,tagged,visualized,1080,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOL072W,THP1,tagged,visualized,1140,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOL076W,MDM20,tagged,visualized,5800,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YOL077C,BRX1,tagged,visualized,13200,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F
YOL077W-A,ATP19,tagged,visualized,1320,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOL080C,REX4,tagged,visualized,4280,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F
YOL081W,IRA2,tagged,visualized,"technical problem",F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YOL082W,CVT19,tagged,visualized,1250,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOL084W,PHM7,tagged,visualized,"not visualized",F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOL087C,,tagged,visualized,589,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YOL088C,MPD2,tagged,visualized,1520,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOL089C,HAL9,tagged,visualized,238,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YOL090W,MSH2,tagged,visualized,1230,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YOL092W,,tagged,visualized,1800,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOL093W,TRM10,tagged,visualized,4090,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YOL094C,RFC4,tagged,visualized,2760,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YOL096C,COQ3,tagged,visualized,259,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOL097C,WRS1,tagged,visualized,12100,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YOL098C,,tagged,visualized,8120,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YOL100W,PKH2,tagged,visualized,"low signal",F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YOL101C,,tagged,visualized,"technical problem",F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOL102C,TPT1,tagged,visualized,672,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YOL103W,ITR2,tagged,visualized,468,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOL105C,WSC3,tagged,visualized,"technical problem",F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOL107W,,tagged,visualized,1630,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,F
YOL108C,INO4,tagged,visualized,521,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YOL111C,,tagged,visualized,6510,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YOL112W,MSB4,tagged,visualized,1730,T,F,F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T
YOL113W,SKM1,tagged,visualized,238,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOL115W,TRF4,tagged,visualized,7550,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YOL116W,MSN1,tagged,visualized,491,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F
YOL117W,RRI2,tagged,visualized,1320,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YOL121C,RPS19A,tagged,visualized,29000,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YOL123W,HRP1,tagged,visualized,"not visualized",F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YOL124C,,tagged,visualized,2020,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YOL125W,,tagged,visualized,1230,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YOL126C,MDH2,tagged,visualized,5260,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F
YOL129W,VPS68,tagged,visualized,1900,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOL130W,ALR1,tagged,visualized,"low signal",T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOL134C,,tagged,visualized,"not visualized",F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YOL135C,MED7,tagged,visualized,7600,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YOL136C,PFK27,tagged,visualized,"low signal",F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YOL137W,BSC6,tagged,visualized,414,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,T,F,F,F
YOL138C,,tagged,visualized,606,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOL139C,CDC33,tagged,visualized,14200,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YOL140W,ARG8,tagged,visualized,2300,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOL141W,PPM2,tagged,visualized,830,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YOL142W,RRP40,tagged,visualized,6050,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F
YOL143C,RIB4,tagged,visualized,3260,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YOL144W,NOP8,tagged,visualized,2170,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F
YOL145C,CTR9,tagged,visualized,12900,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YOL147C,PEX11,tagged,visualized,1630,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F
YOL148C,SPT20,tagged,visualized,4150,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YOL149W,DCP1,tagged,visualized,2880,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOL150C,,tagged,visualized,"not visualized",F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOL151W,GRE2,tagged,visualized,5460,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YOL154W,ZPS1,tagged,visualized,"not visualized",F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOL159C-A,,tagged,visualized,125,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YOR001W,RRP6,tagged,visualized,2160,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F
YOR002W,ALG6,tagged,visualized,"not visualized",F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOR004W,,tagged,visualized,6960,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOR006C,,tagged,visualized,3610,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YOR007C,SGT2,tagged,visualized,9420,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YOR008C,SLG1,tagged,visualized,664,T,F,T,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,F,F,T
YOR014W,RTS1,tagged,visualized,300,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YOR016C,ERP4,tagged,visualized,2710,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOR017W,PET127,tagged,visualized,1730,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOR018W,ROD1,tagged,visualized,386,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YOR022C,,tagged,visualized,736,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOR023C,AHC1,tagged,visualized,339,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YOR025W,HST3,tagged,visualized,319,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YOR026W,BUB3,tagged,visualized,1430,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YOR027W,STI1,tagged,visualized,67600,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YOR028C,CIN5,tagged,visualized,"technical problem",F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YOR033C,EXO1,tagged,visualized,672,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YOR034C,AKR2,tagged,visualized,815,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOR035C,SHE4,tagged,visualized,3410,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YOR037W,CYC2,tagged,visualized,2730,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOR038C,HIR2,tagged,visualized,922,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YOR039W,CKB2,tagged,visualized,7160,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YOR040W,GLO4,tagged,visualized,"technical problem",F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOR042W,CUE5,tagged,visualized,623,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOR043W,WHI2,tagged,visualized,1800,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOR044W,,tagged,visualized,4280,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOR045W,TOM6,tagged,visualized,"not visualized",F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOR046C,DBP5,tagged,visualized,14900,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOR048C,RAT1,tagged,visualized,623,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YOR051C,,tagged,visualized,10800,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YOR052C,,tagged,visualized,9520,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YOR056C,NOB1,tagged,visualized,4490,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YOR057W,SGT1,tagged,visualized,1340,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,T
YOR058C,ASE1,tagged,visualized,556,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F
YOR059C,,tagged,visualized,1210,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOR060C,,tagged,visualized,1690,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YOR061W,CKA2,tagged,visualized,4540,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YOR062C,,tagged,visualized,2010,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YOR063W,RPL3,tagged,visualized,450,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YOR064C,YNG1,tagged,visualized,861,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YOR065W,CYT1,tagged,visualized,39900,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOR069W,VPS5,tagged,visualized,6120,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F
YOR070C,GYP1,tagged,visualized,206,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YOR073W,,tagged,visualized,"low signal",F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YOR074C,CDC21,tagged,visualized,"not visualized",F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YOR075W,UFE1,tagged,visualized,"not visualized",T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOR076C,SKI7,tagged,visualized,233,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOR077W,RTS2,tagged,visualized,4590,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YOR078W,BUD21,tagged,visualized,2120,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F
YOR081C,,tagged,visualized,358,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F
YOR083W,WHI5,tagged,visualized,1440,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YOR084W,,tagged,visualized,2350,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOR085W,OST3,tagged,visualized,4030,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOR086C,,tagged,visualized,6140,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOR087W,YVC1,tagged,visualized,1310,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YOR089C,VPS21,tagged,visualized,8760,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YOR091W,,tagged,visualized,4220,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YOR092W,ECM3,tagged,visualized,"low signal",F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOR094W,ARF3,tagged,visualized,1240,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOR095C,RKI1,tagged,visualized,5680,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YOR098C,NUP1,tagged,visualized,468,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOR099W,KTR1,tagged,visualized,5480,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOR101W,RAS1,tagged,visualized,2050,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YOR104W,PIN2,tagged,visualized,996,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOR107W,RGS2,tagged,visualized,"technical problem",F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YOR108W,LEU9,tagged,visualized,28800,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOR109W,INP53,tagged,visualized,1520,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOR110W,TFC7,tagged,visualized,2660,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YOR112W,,tagged,visualized,1360,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YOR113W,AZF1,tagged,visualized,556,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YOR115C,TRS33,tagged,visualized,"not visualized",F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOR116C,RPO31,tagged,visualized,6020,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YOR117W,RPT5,tagged,visualized,"not visualized",F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YOR118W,,tagged,visualized,2600,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YOR120W,GCY1,tagged,visualized,"low signal",F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YOR122C,PFY1,tagged,visualized,"not visualized",F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YOR123C,LEO1,tagged,visualized,1110,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YOR124C,UBP2,tagged,visualized,2420,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YOR127W,RGA1,tagged,visualized,396,F,F,F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,F,F,F
YOR128C,ADE2,tagged,visualized,5410,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YOR129C,,tagged,visualized,768,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YOR130C,ORT1,tagged,visualized,432,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOR131C,,tagged,visualized,396,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YOR132W,VPS17,tagged,visualized,7380,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F
YOR133W,EFT1,tagged,visualized,82700,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YOR136W,IDH2,tagged,visualized,43100,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOR138C,,tagged,visualized,5930,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YOR140W,SFL1,tagged,visualized,1040,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YOR141C,ARP8,tagged,visualized,1010,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YOR142W,LSC1,tagged,visualized,18400,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOR143C,THI80,tagged,visualized,3320,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YOR144C,ELG1,tagged,visualized,"low signal",F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YOR147W,MDM32,tagged,visualized,10400,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOR148C,SPP2,tagged,visualized,752,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YOR150W,MRPL23,tagged,visualized,6730,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOR151C,RPB2,tagged,visualized,18700,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YOR152C,,tagged,visualized,1890,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOR153W,PDR5,tagged,visualized,42000,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOR154W,,tagged,visualized,3250,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOR156C,NFI1,tagged,visualized,3170,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YOR157C,PUP1,tagged,visualized,11400,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YOR158W,PET123,tagged,visualized,2010,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOR160W,MTR10,tagged,visualized,6340,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YOR161C,,tagged,visualized,"low signal",F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOR162C,YRR1,tagged,visualized,"not visualized",F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YOR163W,DDP1,tagged,visualized,3440,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YOR164C,,tagged,visualized,5350,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YOR165W,SEY1,tagged,visualized,2270,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOR167C,RPS28A,tagged,visualized,94500,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YOR168W,GLN4,tagged,visualized,37500,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YOR171C,LCB4,tagged,visualized,2840,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOR172W,YRM1,tagged,visualized,125,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YOR173W,DCS2,tagged,visualized,1810,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YOR174W,MED4,tagged,visualized,1620,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YOR175C,,tagged,visualized,"technical problem",F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOR176W,HEM15,tagged,visualized,22700,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOR179C,,tagged,visualized,1430,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YOR181W,LAS17,tagged,visualized,8580,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F
YOR182C,RPS30B,tagged,visualized,18500,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YOR184W,SER1,tagged,visualized,15900,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YOR185C,GSP2,tagged,visualized,2460,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YOR187W,TUF1,tagged,visualized,58500,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YOR188W,MSB1,tagged,visualized,172,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,F,F,F
YOR189W,IES4,tagged,visualized,538,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YOR191W,RIS1,tagged,visualized,"low signal",F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
